0.9,0.7,0.4,0,-0.2,-0.1,0.1,0.2,0.2,0.3,0.3,0.3,7,,,,,,,
0.3,0.3,0.2,0.1,0.2,0.3,0.5,0.6,0.7,0.7,0.6,0.7,9,,,,,,,
0.7,0.6,0.5,0.5,0.3,0.2,0,-0.1,0,-0.2,-0.5,-0.7,15,,,,,,,
-0.7,-0.6,-0.4,-0.2,0,0,0.1,0.3,0.5,0.7,0.9,0.9,5,,,,,,,
0.7,0.4,0.1,-0.1,-0.2,-0.3,-0.4,-0.6,-0.9,-1.1,-1.3,-1.3,6,,,,,,,
-1.4,-1.3,-1.1,-0.9,-0.7,-0.5,-0.4,-0.3,-0.3,-0.4,-0.6,-0.7,8,,,,,,,
-0.7,-0.6,-0.4,-0.1,0.2,0.4,0.5,0.5,0.6,0.9,1.1,1.3,3,,,,,,,
1.3,1.2,0.9,0.5,0,-0.4,-0.9,-1.2,-1.4,-1.5,-1.4,-1.4,12,,,,,,,
-1.3,-1,-0.7,-0.5,-0.4,-0.3,-0.3,-0.6,-0.8,-0.9,-1,-0.9,7,,,,,,,
-0.7,-0.5,-0.4,-0.4,-0.3,-0.1,0.1,0.3,0.3,0.3,0.1,-0.2,10,,,,,,,
-0.4,-0.4,-0.3,-0.2,-0.2,-0.2,-0.3,-0.3,-0.2,-0.3,-0.3,-0.3,2,,,,,,,
-0.5,-0.5,-0.4,-0.2,-0.1,0,-0.1,0,0.1,0.4,0.5,0.6,6,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
